task_id,run_id,pickup_location,drop_location,priority,creation_time,assignment_time,start_time,completion_time,assigned_robot,travel_distance,travel_time,waiting_time,success,failure_reason
rnd_task_012,run_1788973352,"(19.99, 19.63)","(11.35, 25.74)",100,981.0100000000001,984.0100000000001,984.1,1090.91,robot_2,14.28,106.81,6.0,True,None
rnd_task_013,run_1788973352,"(-2.54, -6.11)","(15.67, 25.74)",100,987.0100000000001,990.0400000000001,990.11,1114.6000000000001,robot_1,49.52,124.49,6.0,True,None
rnd_task_014,run_1788973352,"(-11.35, -19.63)","(-15.67, 0.00)",100,1013.0100000000001,1016.0400000000001,1016.1200000000001,1188.9,robot_3,27.14,172.78,6.0,True,None
rnd_task_016,run_1788973352,"(19.99, 25.74)","(-15.67, 21.67)",100,1069.01,1071.52,1071.6000000000001,1678.7,robot_4,48.45,607.1,6.0,True,None
rnd_task_017,run_1788973352,"(-15.67, 6.11)","(19.99, 15.56)",100,1091.02,1094.03,1094.1000000000001,1274.6100000000001,robot_2,49.81,180.51,6.0,True,None
rnd_task_018,run_1788973352,"(19.99, -21.67)","(-2.54, 15.56)",100,1114.0,1116.51,1116.6000000000001,1777.72,robot_1,58.74,661.12,6.0,True,None
rnd_task_019,run_1788973352,"(15.67, -17.60)","(0.00, 5.09)",100,1189.0,1192.03,1192.1000000000001,1367.03,robot_3,37.22,174.93,6.0,True,None
rnd_task_020,run_1788973352,"(-19.99, 23.70)","(2.54, 19.63)",100,1274.01,1277.0,1277.1000000000001,1370.1000000000001,robot_2,30.9,93.0,6.0,True,None
rnd_task_022,run_1788973352,"(-2.54, 0.00)","(-15.67, 17.60)",100,1367.01,1370.02,1370.1100000000001,1458.4,robot_3,29.64,88.29,6.0,True,None
rnd_task_023,run_1788973352,"(-15.67, 6.11)","(-2.54, 13.53)",100,1372.03,1375.01,1375.1000000000001,1518.41,robot_2,20.37,143.31,6.0,True,None
rnd_task_024,run_1788973352,"(2.54, 0.00)","(15.67, 25.74)",100,1458.0,1461.02,1461.1000000000001,1607.51,robot_3,39.01,146.41,6.0,True,None
rnd_task_025,run_1788973352,"(-2.54, 23.70)","(2.54, 19.63)",100,1518.02,1521.0300000000002,1521.1100000000001,1590.4,robot_2,8.78,69.29,6.0,True,None
rnd_task_026,run_1788973352,"(11.35, 0.00)","(2.54, 2.04)",100,1590.01,1593.0500000000002,1593.1000000000001,1654.9,robot_2,12.21,61.8,6.0,True,None
rnd_task_027,run_1788973352,"(-19.99, -13.53)","(-11.35, 25.74)",100,1607.0,1609.5200000000002,1609.6000000000001,1932.41,robot_3,54.28,322.81,6.0,True,None
rnd_task_029,run_1788973352,"(19.99, 19.63)","(-15.67, 15.56)",100,1655.0,1657.5200000000002,1657.6000000000001,1755.8100000000002,robot_2,48.45,98.21,6.0,True,None
rnd_task_030,run_1788973352,"(0.00, 24.72)","(-2.54, 4.07)",100,1678.01,1681.0100000000002,1681.1100000000001,1855.4,robot_4,28.09,174.29,6.0,True,None
rnd_task_031,run_1788973352,"(-2.54, 17.60)","(-11.35, 19.63)",100,1755.0200000000002,1758.0,1758.1000000000001,1813.8100000000002,robot_2,12.21,55.71,6.0,True,None
rnd_task_032,run_1788973352,"(2.54, 25.74)","(-15.67, 0.00)",100,1777.0100000000002,1780.0100000000002,1780.1000000000001,1903.6000000000001,robot_1,42.56,123.5,6.0,True,None
rnd_task_033,run_1788973352,"(-15.67, 0.00)","(-11.35, -17.60)",100,1813.0100000000002,1816.0,1816.1000000000001,1885.21,robot_2,24.46,69.11,6.0,True,None
rnd_task_034,run_1788973352,"(-2.54, -4.07)","(0.00, -1.02)",100,1855.0200000000002,1858.0200000000002,1858.1000000000001,1902.5300000000002,robot_4,5.36,44.43,6.0,True,None
rnd_task_035,run_1788973352,"(19.99, 13.53)","(11.35, 15.56)",100,1885.0200000000002,1888.0400000000002,1888.1100000000001,1975.5000000000002,robot_2,11.98,87.39,6.0,True,None
rnd_task_036,run_1788973352,"(11.35, -27.77)","(0.00, -7.12)",100,1902.0100000000002,1905.0100000000002,1905.1100000000001,1974.91,robot_4,31.81,69.8,6.0,True,None
rnd_task_037,run_1788973352,"(-15.67, -19.63)","(0.00, 1.02)",100,1907.0000000000002,1909.5200000000002,1909.6100000000001,2065.81,robot_1,35.0,156.2,6.0,True,None
rnd_task_039,run_1788973352,"(15.67, -13.53)","(-2.54, -4.07)",100,1932.0000000000002,1935.0400000000002,1935.1000000000001,2089.5,robot_3,27.7,154.4,6.0,True,None
rnd_task_040,run_1788973352,"(-2.54, 25.74)","(15.67, -27.77)",100,1975.0200000000002,1978.0300000000002,1978.1000000000001,2126.21,robot_2,76.31,148.11,6.0,True,None
rnd_task_041,run_1788973352,"(-19.99, 2.04)","(11.35, -15.56)",100,1980.0100000000002,1983.0100000000002,1983.1200000000001,2138.4,robot_4,48.52,155.28,6.0,True,None
rnd_task_042,run_1788973352,"(11.35, -15.56)","(19.99, 2.04)",100,2065.02,2068.02,2068.1,2174.9,robot_1,26.47,106.8,6.0,True,None
rnd_task_043,run_1788973352,"(0.00, 16.58)","(-2.54, 27.77)",100,2089.01,2092.01,2092.1,2183.92,robot_3,15.49,91.82,6.0,True,None
rnd_task_046,run_1788973352,"(-2.54, 15.56)","(-11.35, -15.56)",100,2175.01,2178.02,2178.1,2296.1200000000003,robot_1,43.67,118.02,6.0,True,None
rnd_task_047,run_1788973352,"(-19.99, 2.04)","(19.99, 6.11)",100,2184.02,2187.07,2187.1,2334.03,robot_3,54.25,146.93,6.0,True,None
rnd_task_001,run_1789012563,"(15.67, 25.74)","(15.67, -25.74)",100,728.0,731.0,731.1,907.4100000000001,robot_4,69.49,176.31,6.0,True,None
rnd_task_002,run_1789012563,"(19.99, -27.77)","(0.00, 3.05)",100,731.0,733.5200000000001,733.61,824.71,robot_3,49.6,91.1,6.0,True,None
rnd_task_003,run_1789012563,"(-15.67, -23.70)","(-11.35, -13.53)",100,735.0200000000001,738.0400000000001,738.11,806.11,robot_1,14.92,68.0,6.0,True,None
rnd_task_004,run_1789012563,"(0.00, 26.75)","(15.67, 27.77)",100,739.01,742.01,742.1,921.61,robot_2,21.2,179.51,6.0,True,None
rnd_task_001,run_1789022436,"(15.67, 25.74)","(15.67, -25.74)",100,705.0,707.5500000000001,707.6,809.62,robot_4,69.49,102.02,6.0,True,None
rnd_task_002,run_1789022436,"(19.99, -27.77)","(0.00, 3.05)",100,708.01,711.07,711.1,805.11,robot_3,49.6,94.01,6.0,True,None
rnd_task_003,run_1789022436,"(-15.67, -23.70)","(-11.35, -13.53)",100,712.0200000000001,715.0400000000001,715.1,816.71,robot_1,14.92,101.61,6.0,True,None
rnd_task_004,run_1789022436,"(0.00, 26.75)","(15.67, 27.77)",100,716.0,719.07,719.11,860.61,robot_2,21.2,141.5,6.0,True,None
rnd_task_006,run_1789022436,"(11.35, -4.07)","(19.99, -27.77)",100,805.0200000000001,808.0200000000001,808.1,886.0,robot_3,34.06,77.9,6.0,True,None
rnd_task_007,run_1789022436,"(-11.35, -21.67)","(-15.67, 21.67)",100,809.0,812.0600000000001,812.1,915.9000000000001,robot_4,58.79,103.8,6.0,True,None
rnd_task_008,run_1789022436,"(-2.54, 0.00)","(15.67, 23.70)",100,816.0200000000001,819.0400000000001,819.1,1029.1100000000001,robot_1,40.35,210.01,6.0,True,None
rnd_task_009,run_1789022436,"(-11.35, -17.60)","(-11.35, -21.67)",100,860.0,863.11,863.2,1007.8000000000001,robot_2,5.49,144.6,6.0,True,None
rnd_task_010,run_1789022436,"(15.67, -27.77)","(19.99, 2.04)",100,886.0,889.07,889.1,966.6,robot_3,40.66,77.5,6.0,True,None
rnd_task_011,run_1789022436,"(15.67, -2.04)","(-11.35, -4.07)",100,915.0100000000001,918.11,918.2,1062.0,robot_4,36.58,143.8,6.0,True,None
rnd_task_012,run_1789022436,"(19.99, 19.63)","(11.35, 25.74)",100,966.0300000000001,969.07,969.11,1080.4,robot_3,14.28,111.29,6.0,True,None
rnd_task_013,run_1789022436,"(-2.54, -6.11)","(15.67, 25.74)",100,1007.0100000000001,1010.08,1010.11,1161.0,robot_2,49.52,150.89,6.0,True,None
rnd_task_015,run_1789022436,"(-19.99, -2.04)","(15.67, 13.53)",100,1029.02,1032.0600000000002,1032.1000000000001,1248.7,robot_1,52.53,216.6,6.0,True,None
rnd_task_016,run_1789022436,"(19.99, 25.74)","(-15.67, 21.67)",100,1062.0,1065.0900000000001,1065.1000000000001,1198.8000000000002,robot_4,48.45,133.7,6.0,True,None
rnd_task_017,run_1789022436,"(-15.67, 6.11)","(19.99, 15.56)",100,1080.0,1083.1000000000001,1083.1000000000001,1403.5,robot_3,49.81,320.4,6.0,True,None
rnd_task_018,run_1789022436,"(19.99, -21.67)","(-2.54, 15.56)",100,1161.0,1164.1000000000001,1164.1000000000001,1335.51,robot_2,58.74,171.41,6.0,True,None
rnd_task_019,run_1789022436,"(15.67, -17.60)","(0.00, 5.09)",100,1198.01,1201.0900000000001,1201.1100000000001,1361.7,robot_4,37.22,160.59,6.0,True,None
rnd_task_020,run_1789022436,"(-19.99, 23.70)","(2.54, 19.63)",100,1248.01,1251.0400000000002,1251.1000000000001,1371.9,robot_1,30.9,120.8,6.0,True,None
rnd_task_022,run_1789022436,"(-2.54, 0.00)","(-15.67, 17.60)",100,1335.01,1338.0700000000002,1338.1000000000001,1453.4,robot_2,29.64,115.3,6.0,True,None
rnd_task_023,run_1789022436,"(-15.67, 6.11)","(-2.54, 13.53)",100,1361.01,1364.0400000000002,1364.1100000000001,1422.21,robot_4,20.37,58.1,6.0,True,None
rnd_task_024,run_1789022436,"(2.54, 0.00)","(15.67, 25.74)",100,1372.03,1375.0700000000002,1375.1100000000001,1454.9,robot_1,39.01,79.79,6.0,True,None
rnd_task_025,run_1789022436,"(-2.54, 23.70)","(2.54, 19.63)",100,1403.0,1405.5500000000002,1405.6000000000001,1465.7,robot_3,8.78,60.1,6.0,True,None
rnd_task_026,run_1789022436,"(11.35, 0.00)","(2.54, 2.04)",100,1422.01,1425.0600000000002,1425.1100000000001,1498.91,robot_4,12.21,73.8,6.0,True,None
rnd_task_027,run_1789022436,"(-19.99, -13.53)","(-11.35, 25.74)",100,1453.0,1456.1100000000001,1456.2,1637.91,robot_2,54.28,181.71,6.0,True,None
rnd_task_028,run_1789022436,"(19.99, -23.70)","(0.00, -7.12)",100,1458.02,1461.0900000000001,1461.1200000000001,1647.7,robot_1,35.06,186.58,6.0,True,None
rnd_task_029,run_1789022436,"(19.99, 19.63)","(-15.67, 15.56)",100,1465.01,1468.0700000000002,1468.1000000000001,1540.74,robot_3,48.45,72.64,6.0,True,None
rnd_task_030,run_1789022436,"(0.00, 24.72)","(-2.54, 4.07)",100,1499.0,1502.0600000000002,1502.1000000000001,1652.72,robot_4,28.09,150.62,6.0,True,None
rnd_task_031,run_1789022436,"(-2.54, 17.60)","(-11.35, 19.63)",100,1540.01,1543.0600000000002,1543.1000000000001,1594.5,robot_3,12.21,51.4,6.0,True,None
rnd_task_035,run_1789022436,"(19.99, 13.53)","(11.35, 15.56)",100,1647.01,1650.0800000000002,1650.1100000000001,1785.0,robot_1,11.98,134.89,6.0,True,None
rnd_task_036,run_1789022436,"(11.35, -27.77)","(0.00, -7.12)",100,1652.01,1655.0800000000002,1655.1100000000001,1732.8000000000002,robot_4,31.81,77.69,6.0,True,None
rnd_task_037,run_1789022436,"(-15.67, -19.63)","(0.00, 1.02)",100,1732.0200000000002,1735.0400000000002,1735.1000000000001,1835.8000000000002,robot_4,35.0,100.7,6.0,True,None
rnd_task_038,run_1789022436,"(11.35, -4.07)","(11.35, -25.74)",100,1785.0,1788.0600000000002,1788.1100000000001,1883.8000000000002,robot_1,29.25,95.69,6.0,True,None
rnd_task_039,run_1789022436,"(15.67, -13.53)","(-2.54, -4.07)",100,1835.0000000000002,1838.0700000000002,1838.1100000000001,1966.3100000000002,robot_4,27.7,128.2,6.0,True,None
rnd_task_040,run_1789022436,"(-2.54, 25.74)","(15.67, -27.77)",100,1883.0000000000002,1886.0500000000002,1886.1000000000001,2048.1,robot_2,76.31,162.0,6.0,True,None
rnd_task_041,run_1789022436,"(-19.99, 2.04)","(11.35, -15.56)",100,1920.0000000000002,1923.1000000000001,1923.1200000000001,2051.9,robot_1,48.52,128.78,6.0,True,None
rnd_task_043,run_1789022436,"(0.00, 16.58)","(-2.54, 27.77)",100,1966.0000000000002,1969.0600000000002,1969.1100000000001,2131.4,robot_4,15.49,162.29,6.0,True,None
rnd_task_044,run_1789022436,"(-11.35, -19.63)","(15.67, 15.56)",100,2048.02,2051.1,2051.11,2199.2000000000003,robot_2,59.9,148.09,6.0,True,None
rnd_task_045,run_1789022436,"(19.99, 15.56)","(-19.99, 25.74)",100,2051.01,2054.1,2054.1,2155.1200000000003,robot_1,55.69,101.02,6.0,True,None
rnd_task_046,run_1789022436,"(-2.54, 15.56)","(-11.35, -15.56)",100,2131.02,2134.08,2134.11,2230.71,robot_4,43.67,96.6,6.0,True,None
rnd_task_047,run_1789022436,"(-19.99, 2.04)","(19.99, 6.11)",100,2155.0,2158.06,2158.11,2295.6200000000003,robot_1,54.25,137.51,6.0,True,None
rnd_task_001,run_1789027296,"(15.67, 25.74)","(15.67, -25.74)",100,723.0,725.5400000000001,725.6,856.72,robot_4,69.49,131.12,6.0,True,None
rnd_task_002,run_1789027296,"(19.99, -27.77)","(0.00, 3.05)",100,726.0,729.07,729.1,825.0,robot_3,49.6,95.9,6.0,True,None
rnd_task_003,run_1789027296,"(-15.67, -23.70)","(-11.35, -13.53)",100,730.01,733.0600000000001,733.1,870.21,robot_1,14.92,137.11,6.0,True,None
rnd_task_004,run_1789027296,"(0.00, 26.75)","(15.67, 27.77)",100,734.01,737.01,737.1,811.12,robot_2,21.2,74.02,6.0,True,None
